timestamp,status,response_time_ms,http_code
1776137246710,up,266,200
1776137248481,up,449,200
1776137250714,up,78,200
1776137251836,up,86,200
1776137252956,up,70,200
1776137254077,up,80,200
1776137255188,up,258,200
1776137256481,up,475,200
1776137257999,up,205,200
1776137259236,up,132,200
1776137260418,up,104,200
1776137261590,up,415,200
1776137263068,up,176,200
1776137264283,up,565,200
1776137265885,up,200,200
1776137267114,up,259,200
1776137268398,up,1168,200
1776137270600,up,459,200
1776137272088,down,5001,000
1776137278123,down,5006,000
1776137284176,down,5001,000
1776137290209,down,5001,000
1776137296275,down,5002,000
1776137302322,down,5002,000
1776137308408,down,5019,000
1776137314470,down,5002,000
1776137320530,down,5001,000
1776137326622,down,5002,000
1776137332753,down,5001,000
1776137338830,down,5000,000
1776137344918,up,1550,200
1776137347531,up,105,200
1776137348713,up,79,200
1776137349876,up,433,200
1776137351367,up,1637,200
1776137354080,up,516,200
1776137355697,down,5269,000
1776137362895,down,5003,000
1776137370013,down,5002,000
1776137376470,down,5001,000
1776137382526,down,5001,000
