Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,20.04.2026;07:18:11531
120.5,0.0,0,0,0,0.0,120.5
121.5,0.0,0,0,0,0.0,121.5
122.5,0.0,0,0,0,0.0,122.5
123.5,0.0,35,5,12067,0.0,123.5
124.5,0.0,30,2,1463,0.0,124.5
125.5,0.0,14,7,3024,0.0,125.5
126.5,0.0,33,1,1996,0.0,126.5
127.5,0.0,1,0,108,0.0,127.5
128.5,0.0,0,0,0,0.0,128.5
129.5,0.0,0,0,0,0.0,129.5
130.5,0.0,0,0,0,0.0,130.5
131.5,0.0,0,0,0,0.0,131.5
132.5,0.0,0,0,0,0.0,132.5
133.5,0.0,26,14,5891,0.0,133.5
134.5,0.0,32,0,0,0.0,134.5
135.5,0.0,21,0,0,0.0,135.5
136.5,0.0,31,3,0,0.0,136.5
137.5,0.0,1,0,0,0.0,137.5
