timestamp,status,response_time_ms,http_code
1776123374492,up,210,200
1776123376065,up,265,200
1776123377672,up,72,200
1776123378774,up,104,200
1776123379912,up,260,200
1776123381263,up,252,200
1776123382570,up,130,200
1776123383760,up,105,200
1776123384903,up,40,200
1776123385982,up,66,200
1776123387099,up,238,200
1776123388408,up,37,200
1776123389480,up,518,200
1776123391058,up,149,200
1776123392267,up,391,200
1776123393703,up,133,200
1776123394870,up,469,200
1776123396369,up,222,200
1776123397625,up,90,200
1776123398770,up,200,200
1776123400010,degraded,3601,500
1776123404683,degraded,2802,500
1776123408530,degraded,3526,500
1776123413092,degraded,1238,500
1776123415391,degraded,2094,500
1776123418527,degraded,1116,500
1776123420697,degraded,1999,500
1776123423729,degraded,2021,500
1776123426805,down,5001,000
1776123432866,down,5002,000
1776123438932,degraded,4155,500
1776123444172,degraded,4958,500
1776123450173,degraded,2786,500
1776123454028,degraded,4607,500
1776123459703,down,5001,000
1776123465756,down,5002,000
1776123471823,down,5002,000
1776123477917,down,5001,000
1776123484027,down,5001,000
1776123491058,down,5001,000
1776123497126,down,5002,000
1776123503202,down,5001,000
