timestamp,status,response_time_ms,http_code
1776115736669,up,286,200
1776115738293,up,398,200
1776115740336,up,245,200
1776115741653,up,93,200
1776115742779,up,113,200
1776115743961,up,103,200
1776115745105,up,45,200
1776115746190,up,365,200
1776115747605,up,130,200
1776115748770,up,234,200
1776115750067,up,39,200
1776115751156,up,45,200
1776115752256,up,75,200
1776115753379,up,59,200
1776115754470,up,178,200
1776115755683,up,114,200
1776115756856,up,82,200
1776115757968,up,136,200
1776115759155,up,281,200
1776115760478,up,191,200
1776115761710,degraded,3115,500
1776115765887,degraded,3337,500
1776115770269,degraded,3158,500
1776115774476,degraded,1850,500
1776115777370,degraded,4664,500
1776115783087,degraded,2848,500
1776115786983,degraded,2024,500
1776115790122,degraded,4751,500
1776115795918,down,5001,000
1776115801990,down,5002,000
1776115808070,down,5003,000
1776115814180,down,5003,000
1776115820380,down,5000,000
1776115826504,down,5001,000
1776115832580,down,5002,000
1776115838626,down,5003,000
1776115844772,down,5002,000
1776115850983,down,5001,000
1776115857049,down,5001,000
1776115863752,down,5001,000
1776115869870,down,5012,000
