timestamp,status,response_time_ms,http_code
1776121897576,up,212,200
1776121899306,up,576,200
1776121901171,up,124,200
1776121902365,up,204,200
1776121903614,up,128,200
1776121904799,up,468,200
1776121906303,up,40,200
1776121907370,up,76,200
1776121908477,up,626,200
1776121910169,up,95,200
1776121911299,up,38,200
1776121912368,up,103,200
1776121913518,up,238,200
1776121914814,up,226,200
1776121916079,up,175,200
1776121917298,up,128,200
1776121918469,up,232,200
1776121919758,up,126,200
1776121920923,up,348,200
1776121922325,up,50,200
1776121923453,down,5001,000
1776121929503,down,5002,000
1776121935579,down,5001,000
1776121941635,down,5002,000
1776121947731,down,5001,000
1776121953804,down,5001,000
1776121959873,down,5001,000
1776121965933,down,5003,000
1776121972185,down,5000,000
1776121978392,down,5015,000
1776121984731,down,5001,000
1776121990822,down,5001,000
1776121997928,down,5001,000
1776122004256,down,5008,000
1776122010401,down,5000,000
1776122017881,down,5002,000
1776122023981,down,5001,000
