timestamp,status,response_time_ms,http_code
1776122263037,up,347,200
1776122264974,up,314,200
1776122266769,up,65,200
1776122267869,up,131,200
1776122269054,up,351,200
1776122270479,up,237,200
1776122271789,up,75,200
1776122272902,up,126,200
1776122274067,up,50,200
1776122275148,up,76,200
1776122276266,up,85,200
1776122277382,up,89,200
1776122278515,up,353,200
1776122279928,up,110,200
1776122281077,up,281,200
1776122282403,up,458,200
1776122283964,up,331,200
1776122285331,up,197,200
1776122286574,up,35,200
1776122287635,up,117,200
1776122288800,up,339,200
1776122290226,up,256,200
1776122291533,up,492,200
1776122293125,up,3238,200
1776122297408,down,5001,000
1776122303499,down,5003,000
1776122309614,down,5002,000
1776122315715,down,5001,000
1776122321816,down,5001,000
1776122327898,down,5001,000
1776122334013,down,5009,000
1776122340326,down,5000,000
1776122347620,down,5002,000
1776122353695,down,5152,000
1776122360213,down,5000,000
1776122367126,down,5111,000
1776122374212,down,5001,000
1776122380758,down,5001,000
1776122387290,down,5002,000
1776122393367,down,5001,000
