timestamp,status,response_time_ms,http_code
1776122634109,up,78,200
1776122635405,up,459,200
1776122637581,up,133,200
1776122638770,up,188,200
1776122639994,up,103,200
1776122641135,up,63,200
1776122642233,up,61,200
1776122643325,up,121,200
1776122644502,up,186,200
1776122645760,up,46,200
1776122646836,up,77,200
1776122647952,up,444,200
1776122649450,down,5000,000
1776122655482,down,5001,000
1776122661534,down,5002,000
1776122667606,down,5001,000
1776122673800,down,5003,000
1776122679973,down,5001,000
1776122686038,up,4341,200
1776122691471,up,1800,200
1776122694310,up,808,200
1776122696175,up,318,200
1776122697555,up,945,200
1776122699550,up,537,200
1776122701126,up,609,200
1776122702857,up,776,200
1776122704678,down,5003,000
1776122712303,down,5000,000
1776122718432,down,5001,000
1776122724600,down,5018,000
1776122730819,down,5002,000
1776122736976,down,5000,000
1776122743106,down,5002,000
1776122749274,down,5002,000
1776122755368,down,5002,000
1776122762729,down,5002,000
1776122768819,down,5002,000
