timestamp,status,response_time_ms,http_code
1776117573304,up,184,200
1776117574792,up,482,200
1776117576616,up,182,200
1776117577826,up,71,200
1776117578931,up,115,200
1776117580102,up,162,200
1776117581294,up,113,200
1776117582452,up,83,200
1776117583574,up,72,200
1776117584671,up,164,200
1776117585869,up,73,200
1776117586971,up,181,200
1776117588191,up,47,200
1776117589269,up,152,200
1776117590475,up,110,200
1776117591622,up,88,200
1776117592778,up,455,200
1776117594266,up,178,200
1776117595487,up,174,200
1776117596702,up,137,200
1776117597883,up,360,200
1776117599285,degraded,4500,500
1776117604827,down,5012,000
1776117610875,degraded,1843,500
1776117613769,degraded,1577,500
1776117616377,degraded,689,500
1776117618103,degraded,2326,500
1776117621475,degraded,4885,500
1776117627401,down,5000,000
1776117633463,degraded,4520,500
1776117639061,degraded,4193,500
1776117644293,down,5001,000
1776117650366,down,5002,000
1776117656403,down,5000,000
1776117662488,down,5001,000
1776117668600,down,5002,000
1776117674699,down,5001,000
1776117681162,down,5001,000
1776117688028,down,5001,000
1776117694987,down,5002,000
1776117703055,down,5002,000
