timestamp,status,response_time_ms,http_code
1776117939063,up,173,200
1776117940500,up,438,200
1776117942602,up,72,200
1776117943713,up,159,200
1776117944899,up,494,200
1776117946457,up,103,200
1776117947594,up,52,200
1776117948685,up,104,200
1776117949867,up,135,200
1776117951073,up,106,200
1776117952259,up,39,200
1776117953324,up,303,200
1776117954683,up,382,200
1776117956119,up,4040,200
1776117961195,down,5002,000
1776117967275,down,5000,000
1776117973315,down,5000,000
1776117979384,down,5000,000
1776117985417,down,5000,000
1776117991467,down,5000,000
1776117997515,down,4999,000
1776118003553,down,5000,000
1776118009609,down,5001,000
1776118015650,down,5002,000
1776118021696,down,5001,000
1776118027731,down,5001,000
1776118033786,down,5001,000
1776118039839,down,5002,000
1776118045908,down,5001,000
1776118051970,down,5001,000
1776118058027,down,5010,000
1776118064070,down,5002,000
1776118070117,down,5002,000
