timestamp,status,response_time_ms,http_code
1776123010170,up,345,200
1776123011877,up,519,200
1776123013611,up,49,200
1776123014689,up,59,200
1776123015774,up,50,200
1776123016851,up,345,200
1776123018289,up,60,200
1776123019375,up,255,200
1776123020666,up,66,200
1776123021779,up,79,200
1776123022891,up,86,200
1776123024027,up,128,200
1776123025215,up,168,200
1776123026471,up,132,200
1776123027633,up,390,200
1776123029085,up,310,200
1776123030428,up,120,200
1776123031609,up,182,200
1776123032830,up,475,200
1776123034372,up,223,200
1776123035634,degraded,3879,500
1776123040571,degraded,3718,500
1776123045349,degraded,3750,500
1776123050155,degraded,1740,500
1776123052923,degraded,1762,500
1776123055719,degraded,2015,500
1776123058789,degraded,3907,500
1776123063733,degraded,4620,500
1776123069408,down,5000,000
1776123075478,degraded,4303,500
1776123080856,down,5001,000
1776123086916,down,5001,000
1776123092999,down,5001,000
1776123099076,down,5004,000
1776123105227,down,5002,000
1776123111367,down,5000,000
1776123117426,down,5000,000
1776123123533,down,5000,000
1776123131299,down,5000,000
1776123137537,down,5001,000
