timestamp,status,response_time_ms,http_code
1776125393537,up,85,200
1776125394876,up,138,200
1776125396502,up,83,200
1776125397626,up,67,200
1776125398722,up,53,200
1776125399802,up,89,200
1776125400927,up,171,200
1776125402123,up,59,200
1776125403209,up,367,200
1776125404619,up,87,200
1776125405756,up,133,200
1776125406933,up,63,200
1776125408055,up,145,200
1776125409265,up,79,200
1776125410378,up,293,200
1776125411705,up,147,200
1776125412925,up,51,200
1776125414017,up,216,200
1776125415294,up,94,200
1776125416420,up,225,200
1776125417668,up,456,200
1776125419171,up,112,200
1776125420329,up,117,200
1776125421503,up,595,200
1776125423174,up,517,200
1776125424752,up,3005,200
1776125428803,up,3025,200
1776125432922,down,5002,000
1776125439081,down,5001,000
1776125446887,down,5002,000
1776125454366,down,5000,000
1776125460491,down,5001,000
1776125466889,down,5001,000
1776125473483,down,5001,000
1776125480865,down,5002,000
1776125486956,down,5002,000
1776125493000,down,5001,000
1776125499064,down,5001,000
1776125506413,down,5000,000
1776125512705,down,5002,000
1776125519488,down,5001,000
